"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","41.3","","","","1"
"2019-11","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","41.3","","","","1"
"2019-12","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","41.0","","","","1"
"2020-01","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","40.1","","","","1"
"2020-02","British Columbia","2016A000259","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057796","11.4.1.1","38.2","","","","1"
"2016-02","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.9","","","","1"
"2016-03","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.2","","","","1"
"2016-04","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.0","","","","1"
"2016-05","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.5","","","","1"
"2016-06","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.4","","","","1"
"2016-07","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.2","","","","1"
"2016-08","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.2","","","","1"
"2016-09","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.9","","","","1"
"2016-10","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.3","","","","1"
"2016-11","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.6","","","","1"
"2016-12","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.3","","","","1"
"2017-01","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.6","","","","1"
"2017-02","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.1","","","","1"
"2017-03","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.8","","","","1"
"2017-04","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.0","","","","1"
"2017-05","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.1","","","","1"
"2017-06","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.8","","","","1"
"2017-07","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.1","","","","1"
"2017-08","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.6","","","","1"
"2017-09","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.6","","","","1"
"2017-10","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.2","","","","1"
"2017-11","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.9","","","","1"
"2017-12","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.0","","","","1"
"2018-01","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.1","","","","1"
"2018-02","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.0","","","","1"
"2018-03","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.7","","","","1"
"2018-04","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.0","","","","1"
"2018-05","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.5","","","","1"
"2018-06","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","15.3","","","","1"
"2018-07","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.8","","","","1"
"2018-08","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.2","","","","1"
"2018-09","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.0","","","","1"
"2018-10","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.2","","","","1"
"2018-11","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.8","","","","1"
"2018-12","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.1","","","","1"
"2019-01","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.6","","","","1"
"2019-02","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.5","","","","1"
"2019-03","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.4","","","","1"
"2019-04","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.0","","","","1"
"2019-05","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.7","","","","1"
"2019-06","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","13.0","","","","1"
"2019-07","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","11.4","","","","1"
"2019-08","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.5","","","","1"
"2019-09","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","11.5","","","","1"
"2019-10","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","11.0","","","","1"
"2019-11","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","11.8","","","","1"
"2019-12","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","11.8","","","","1"
"2020-01","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","12.2","","","","1"
"2020-02","British Columbia","2016A000259","Utilities [22]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057797","11.5.1.1","14.8","","","","1"
"2016-02","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","205.1","","","","1"
"2016-03","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","205.8","","","","1"
"2016-04","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","215.3","","","","1"
"2016-05","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","214.4","","","","1"
"2016-06","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","210.5","","","","1"
"2016-07","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","213.0","","","","1"
"2016-08","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","212.1","","","","1"
"2016-09","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","214.5","","","","1"
"2016-10","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","217.1","","","","1"
"2016-11","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","217.8","","","","1"
"2016-12","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","216.3","","","","1"
"2017-01","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","217.6","","","","1"
"2017-02","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","224.9","","","","1"
"2017-03","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","222.7","","","","1"
"2017-04","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","223.3","","","","1"
"2017-05","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","226.3","","","","1"
"2017-06","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","234.1","","","","1"
"2017-07","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","233.0","","","","1"
"2017-08","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","233.0","","","","1"
"2017-09","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","227.7","","","","1"
"2017-10","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","232.9","","","","1"
"2017-11","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","237.2","","","","1"
"2017-12","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","234.2","","","","1"
"2018-01","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","244.0","","","","1"
"2018-02","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","241.6","","","","1"
"2018-03","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","241.2","","","","1"
"2018-04","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","237.7","","","","1"
"2018-05","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","234.0","","","","1"
"2018-06","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","233.8","","","","1"
"2018-07","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","233.8","","","","1"
"2018-08","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","235.9","","","","1"
"2018-09","British Columbia","2016A000259","Construction [23]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057798","11.6.1.1","239.4","","","","1"
