"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","18.0","","","","1"
"2019-08","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","17.9","","","","1"
"2019-09","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","17.6","","","","1"
"2019-10","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","17.0","","","","1"
"2019-11","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","16.8","","","","1"
"2019-12","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","16.8","","","","1"
"2020-01","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","16.3","","","","1"
"2020-02","New Brunswick","2016A000213","Professional, scientific and technical services [54]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057690","5.12.1.1","16.2","","","","1"
"2016-02","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.1","","","","1"
"2016-03","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.0","","","","1"
"2016-04","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.7","","","","1"
"2016-05","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.7","","","","1"
"2016-06","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.5","","","","1"
"2016-07","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.9","","","","1"
"2016-08","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.0","","","","1"
"2016-09","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.4","","","","1"
"2016-10","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.1","","","","1"
"2016-11","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","14.9","","","","1"
"2016-12","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","14.9","","","","1"
"2017-01","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.4","","","","1"
"2017-02","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.3","","","","1"
"2017-03","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.0","","","","1"
"2017-04","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.4","","","","1"
"2017-05","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","14.5","","","","1"
"2017-06","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.0","","","","1"
"2017-07","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.5","","","","1"
"2017-08","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.8","","","","1"
"2017-09","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.4","","","","1"
"2017-10","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.3","","","","1"
"2017-11","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.1","","","","1"
"2017-12","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.3","","","","1"
"2018-01","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.3","","","","1"
"2018-02","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.0","","","","1"
"2018-03","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","14.9","","","","1"
"2018-04","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.0","","","","1"
"2018-05","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.0","","","","1"
"2018-06","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.3","","","","1"
"2018-07","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.1","","","","1"
"2018-08","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.0","","","","1"
"2018-09","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.6","","","","1"
"2018-10","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.2","","","","1"
"2018-11","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.1","","","","1"
"2018-12","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.6","","","","1"
"2019-01","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.7","","","","1"
"2019-02","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.8","","","","1"
"2019-03","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.7","","","","1"
"2019-04","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.5","","","","1"
"2019-05","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.7","","","","1"
"2019-06","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.9","","","","1"
"2019-07","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.5","","","","1"
"2019-08","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","15.7","","","","1"
"2019-09","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.8","","","","1"
"2019-10","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.5","","","","1"
"2019-11","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.8","","","","1"
"2019-12","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","16.6","","","","1"
"2020-01","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.2","","","","1"
"2020-02","New Brunswick","2016A000213","Business, building and other support services [55-56]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057691","5.13.1.1","17.7","","","","1"
"2016-02","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.0","","","","1"
"2016-03","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.2","","","","1"
"2016-04","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","24.9","","","","1"
"2016-05","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","24.6","","","","1"
"2016-06","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.1","","","","1"
"2016-07","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.9","","","","1"
"2016-08","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.6","","","","1"
"2016-09","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.2","","","","1"
"2016-10","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.1","","","","1"
"2016-11","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.6","","","","1"
"2016-12","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.2","","","","1"
"2017-01","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.8","","","","1"
"2017-02","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.0","","","","1"
"2017-03","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.9","","","","1"
"2017-04","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.7","","","","1"
"2017-05","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.5","","","","1"
"2017-06","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.7","","","","1"
"2017-07","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","24.9","","","","1"
"2017-08","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.0","","","","1"
"2017-09","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.7","","","","1"
"2017-10","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.7","","","","1"
"2017-11","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.1","","","","1"
"2017-12","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.1","","","","1"
"2018-01","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.9","","","","1"
"2018-02","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.1","","","","1"
"2018-03","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.5","","","","1"
"2018-04","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.1","","","","1"
"2018-05","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.5","","","","1"
"2018-06","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.2","","","","1"
"2018-07","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.6","","","","1"
"2018-08","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","25.5","","","","1"
"2018-09","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.9","","","","1"
"2018-10","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.4","","","","1"
"2018-11","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.3","","","","1"
"2018-12","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.0","","","","1"
"2019-01","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.4","","","","1"
"2019-02","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.4","","","","1"
"2019-03","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.0","","","","1"
"2019-04","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.0","","","","1"
"2019-05","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.6","","","","1"
"2019-06","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.1","","","","1"
"2019-07","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.1","","","","1"
"2019-08","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.1","","","","1"
"2019-09","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.1","","","","1"
"2019-10","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.9","","","","1"
"2019-11","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","27.6","","","","1"
"2019-12","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.0","","","","1"
"2020-01","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.4","","","","1"
"2020-02","New Brunswick","2016A000213","Educational services [61]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057692","5.14.1.1","26.7","","","","1"
"2016-02","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","52.2","","","","1"
"2016-03","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","52.6","","","","1"
"2016-04","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","53.5","","","","1"
"2016-05","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","52.9","","","","1"
"2016-06","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","54.3","","","","1"
"2016-07","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","53.7","","","","1"
"2016-08","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","51.8","","","","1"
"2016-09","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","53.8","","","","1"
"2016-10","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","53.9","","","","1"
"2016-11","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","54.6","","","","1"
"2016-12","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","55.6","","","","1"
"2017-01","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","54.8","","","","1"
"2017-02","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","56.2","","","","1"
"2017-03","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","56.7","","","","1"
"2017-04","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","56.3","","","","1"
"2017-05","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","58.3","","","","1"
"2017-06","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","56.9","","","","1"
"2017-07","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","58.2","","","","1"
"2017-08","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","58.9","","","","1"
"2017-09","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","58.7","","","","1"
"2017-10","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.1","","","","1"
"2017-11","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.2","","","","1"
"2017-12","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.6","","","","1"
"2018-01","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","61.4","","","","1"
"2018-02","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.7","","","","1"
"2018-03","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","61.2","","","","1"
"2018-04","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.3","","","","1"
"2018-05","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.6","","","","1"
"2018-06","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.5","","","","1"
"2018-07","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","58.6","","","","1"
"2018-08","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.6","","","","1"
"2018-09","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.7","","","","1"
"2018-10","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","61.0","","","","1"
"2018-11","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.9","","","","1"
"2018-12","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.4","","","","1"
"2019-01","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.0","","","","1"
"2019-02","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.3","","","","1"
"2019-03","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.8","","","","1"
"2019-04","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.7","","","","1"
"2019-05","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.2","","","","1"
"2019-06","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","61.5","","","","1"
"2019-07","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","61.5","","","","1"
"2019-08","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.5","","","","1"
"2019-09","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","61.3","","","","1"
"2019-10","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.3","","","","1"
"2019-11","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.8","","","","1"
"2019-12","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","60.3","","","","1"
"2020-01","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.6","","","","1"
"2020-02","New Brunswick","2016A000213","Health care and social assistance [62]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057693","5.15.1.1","59.3","","","","1"
"2016-02","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.6","","","","1"
"2016-03","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.9","","","","1"
"2016-04","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.7","","","","1"
"2016-05","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","13.7","","","","1"
"2016-06","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.9","","","","1"
"2016-07","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.2","","","","1"
"2016-08","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.7","","","","1"
"2016-09","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.7","","","","1"
"2016-10","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.5","","","","1"
"2016-11","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.4","","","","1"
"2016-12","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.6","","","","1"
"2017-01","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.6","","","","1"
"2017-02","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.6","","","","1"
"2017-03","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.0","","","","1"
"2017-04","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.1","","","","1"
"2017-05","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","9.5","","","","1"
